,CLIA,FACILITY_TYPE,CERTIFICATE_TYPE,LAB_NAME,STREET,CITY,STATE,ZIP,PHONE,Contact,Touch 1,Touch 2,Touch 3,Touch 4,Call Tag 1,Call Tag 2
70113,04D2172524,Physician Office,Registration,S Lindley Pathology Consulting LLC,309 Eagle Pass Cove,Little Rock,AR,72211,(501) 225-1400,nan,nan,nan,nan,nan,nan,nan
70114,04D2172595,Physician Office,Registration,Arkansas Dermatology,"500 South University Avenue, Suite 708",Little Rock,AR,72205,(501) 975-7456,nan,nan,nan,nan,nan,nan,nan
70115,04D2173838,Physician Office,Registration,Salem Family Clinic P A,507 N Main St,Salem,AR,72576,(870) 895-2541,nan,nan,nan,nan,nan,nan,nan
70116,05D0564501,Physician Office,Microscopy,Williams Ob Gyn Associates,1334 W Covina Blvd Suite 102,San Dimas,CA,91773-3211,(818) 915-3702,nan,nan,nan,nan,nan,nan,nan
70117,05D0566126,Physician Office,Microscopy,Charles E Bower MD Inc,"256 Landis Ave, #200",Chula Vista,CA,91910,(619) 427-0652,nan,nan,nan,nan,nan,nan,nan
70118,05D0570807,Physician Office,Microscopy,Dr Michael C Wong,4282 Genesee Ave 201,San Diego,CA,92117-4946,(858) 810-8687,nan,nan,nan,nan,nan,nan,nan
70119,05D0573919,Physician Office,Microscopy,"Mission Pediatrics, Inc",215 West 4th Street,Perris,CA,92570,(951) 943-4751,nan,nan,nan,nan,nan,nan,nan
70120,05D0580972,Physician Office,Microscopy,Family Care Centers-Irvine,4950 Barranca Pkwy Ste 103,Irvine,CA,92604-4687,(949) 552-2700,nan,nan,nan,nan,nan,nan,nan
70121,05D0601536,Physician Office,Microscopy,Diablo Valley Oncology & Hematology Medical Grp,100 N Wiget Ln Ste 290a,Walnut Creek,CA,94598-5988,(925) 771-2622,nan,nan,nan,nan,nan,nan,nan
70122,05D0601674,Physician Office,Microscopy,Muir Ob Gyn Med Group,112 La Casa Via Suite 200,Walnut Creek,CA,94598-3011,(925) 951-5806,nan,nan,nan,nan,nan,nan,nan
70123,05D0605685,Physician Office,Registration,Csi Medical Group,9460 No Name Uno Ste 210,Gilroy,CA,95020-3532,(408) 847-0888,nan,nan,nan,nan,nan,nan,nan
70124,05D0609099,Physician Office,Microscopy,Sutter Gould Medical Foundation - Smp Ii Obgyn,2545 W Hammer Ln,Stockton,CA,95209,(209) 956-1552,nan,nan,nan,nan,nan,nan,nan
70125,05D0670240,Physician Office,Microscopy,Lorena Medical,3434 Whittler Blvd,Los Angeles,CA,90023-1708,(213) 268-6751,nan,nan,nan,nan,nan,nan,nan
70126,05D0673576,Physician Office,Microscopy,Orlin Michelle Liberman MD,1240 S Westlake Blvd #117,Westlake Village,CA,91361,(818) 991-0564,nan,nan,nan,nan,nan,nan,nan
70127,05D0680423,Physician Office,Microscopy,Optum Care Medical Group,1198 Pacific Coast Hwy I,Seal Beach,CA,90740-6248,(562) 799-7071,nan,nan,nan,nan,nan,nan,nan
70128,05D0681362,Physician Office,Microscopy,Sonoma Valley Health Care District Hospital,270 Perkins Street,Sonoma,CA,95476-6955,(707) 938-3131,nan,nan,nan,nan,nan,nan,nan
70129,05D0706846,Physician Office,Microscopy,Sutter Gould Medical Foundation-Lodi Obgyn,999 S Fairmont Ave Ste 200,Lodi,CA,95240-5141,(209) 334-3322,nan,nan,nan,nan,nan,nan,nan
70130,05D0710793,Physician Office,Microscopy,Dignity Health Medical Foundation,1066 South Green Valley Road,Watsonville,CA,95076,(916) 379-2861,nan,nan,nan,nan,nan,nan,nan
70131,05D0712088,Physician Office,Microscopy,Fred Galluccio MD & Assoc Inc,901 Dover Drive Suite 102,Newport Beach,CA,92660,(949) 646-4865,nan,nan,nan,nan,nan,nan,nan
70132,05D0716381,Physician Office,Microscopy,Adventist Health Physician Network,821 South St Helena Hwy,Saint Helena,CA,94574-2266,(707) 967-7550,nan,nan,nan,nan,nan,nan,nan
70133,05D0866698,Physician Office,Registration,"Prohealth Partners, A Medical Group Inc",24411 Health Center Drive #430,Laguna Hills,CA,92653-3633,(949) 452-3933,nan,nan,nan,nan,nan,nan,nan
70134,05D0918069,Physician Office,Microscopy,Dignity Health Medical Foundation,1595 Soquel Dr Ste 400,Santa Cruz,CA,95065-1724,(916) 379-2861,nan,nan,nan,nan,nan,nan,nan
70135,05D0918755,Physician Office,Microscopy,Modern Concepts Medical Group,1701 E Cesar Chavez Ave Ste 354,Los Angeles,CA,90033-2496,(323) 221-5366,nan,nan,nan,nan,nan,nan,nan
70136,05D0924094,Physician Office,Microscopy,Ucsf Physician Group Dba North Bay Family Medicine,"75 Rowland Way, Suite 230",Novato,CA,94945,(415) 897-5171,nan,nan,nan,nan,nan,nan,nan
70137,05D0936983,Physician Office,Microscopy,Modern Concepts Medical Group,"50 Bellfontaine Street, Suite 404",Pasadena,CA,91105-3132,(626) 793-1931,nan,nan,nan,nan,nan,nan,nan
70138,05D0951697,Physician Office,Registration,"Om P Chaurasia, MD","26421 Crown Valley Parkway, Suite 140a",Mission Viejo,CA,92691,(949) 365-8836,nan,nan,nan,nan,nan,nan,nan
70139,05D0966931,Physician Office,Microscopy,Modern Concepts Medical Group,1217 W Whittier Blvd,Montebello,CA,90640,(323) 728-6070,nan,nan,nan,nan,nan,nan,nan
70140,05D0976931,Physician Office,Microscopy,Axis Clinical Trials,5800 Wilshire Boulevard,Los Angeles,CA,90036-4501,(310) 289-8242,nan,nan,nan,nan,nan,nan,nan
70141,05D0977194,Physician Office,Microscopy,"Mission Ranch Primary Care, Inc","114 Mission Ranch Blvd, #10",Chico,CA,95926,(530) 894-0500,nan,nan,nan,nan,nan,nan,nan
70142,05D0980470,Physician Office,Microscopy,Fremont Obgyn,3885 Beacon Ave Ste A,Fremont,CA,94538,(510) 796-7104,nan,nan,nan,nan,nan,nan,nan
70143,05D0994417,Physician Office,Microscopy,Dignity Health Medical Foundation,707 W Valley Blvd,Tehachapi,CA,93561-2119,(916) 379-2861,nan,nan,nan,nan,nan,nan,nan
70144,05D1006793,Physician Office,Microscopy,Unique Healthcare For Women,"891 Kuhn Dr, Ste 111",Chula Vista,CA,91914-3551,(619) 475-9744,nan,nan,nan,nan,nan,nan,nan
70145,05D1024069,Physician Office,Microscopy,Duncan Dermatology,1104 Adams St Ste 201,Saint Helena,CA,94574,(707) 967-0800,nan,nan,nan,nan,nan,nan,nan
70146,05D1038427,Physician Office,Microscopy,"Farid Yasharpour MD, A Medical Corporation",14671 Rinaldi St,San Fernando,CA,91340-4199,(818) 270-9030,nan,nan,nan,nan,nan,nan,nan
70147,05D1051906,Physician Office,Microscopy,Healthcare Partners Affiliates Medical Group,130 W Route 66 Ste 208,Glendora,CA,91740,(626) 335-4079,nan,nan,nan,nan,nan,nan,nan
70148,05D1068930,Physician Office,Microscopy,Lincoln Family Practice Associates Inc,"160 Gateway Drive, Suite 110",Lincoln,CA,95648-3319,(916) 434-1623,nan,nan,nan,nan,nan,nan,nan
70149,05D1071412,Physician Office,Microscopy,Ucsf Benioff Children's Physicians Maternal-Fetal,350 30th St Ste 208,Oakland,CA,94608-3425,(510) 444-0790,nan,nan,nan,nan,nan,nan,nan
70151,05D1085773,Physician Office,Registration,"Abraham Ishaaya, MD, Inc",5901 W Olympic Blvd Ste 203,Los Angeles,CA,90036,(323) 954-1788,nan,nan,nan,nan,nan,nan,nan
70153,05D1107254,Physician Office,Microscopy,Ucla Cpn - Santa Monica Bay Physicians,4560 Admiralty Way Ste 100,Marina Del Rey,CA,90292-5424,(310) 827-3700,nan,nan,nan,nan,nan,nan,nan
70154,05D2033208,Physician Office,Microscopy,Ucsf Physician Group,75 Rowland Way Suite 200,Novato,CA,94945,(415) 897-3174,nan,nan,nan,nan,nan,nan,nan
70155,05D2034784,Physician Office,Microscopy,Ac Wellness,20730 Valley Green Dr,Cupertino,CA,95014,(408) 783-4000,nan,nan,nan,nan,nan,nan,nan
70156,05D2035718,Physician Office,Registration,"Caroline Colin, MD",2021 Santa Monica Blvd Ste 304e,Santa Monica,CA,90404-2145,(310) 829-0080,nan,nan,nan,nan,nan,nan,nan
70157,05D2042394,Physician Office,Microscopy,Cmhs Midtown Medical Group,1202 Maricopa Hwy Ste A,Ojai,CA,93023-3170,(805) 640-2323,nan,nan,nan,nan,nan,nan,nan
70158,05D2046283,Physician Office,Microscopy,Totalcare Medical Group Inc,5361 E. Kings Canyon Rd.,Fresno,CA,93727-4898,(559) 251-2225,nan,nan,nan,nan,nan,nan,nan
70159,05D2066449,Physician Office,Microscopy,Dignity Health Medical Foundation,64 E Daily Dr,Camarillo,CA,93010,(916) 379-2861,nan,nan,nan,nan,nan,nan,nan
70160,05D2067381,Physician Office,Microscopy,Dignity Health Medical Foundation,1755 Court St,Redding,CA,96001-1721,(916) 379-2861,nan,nan,nan,nan,nan,nan,nan
70161,05D2078735,Physician Office,Microscopy,Fletcher Family Medical Center,3056 Fletcher Dr,Los Angeles,CA,90065-2207,(323) 256-2231,nan,nan,nan,nan,nan,nan,nan
70162,05D2084021,Physician Office,Microscopy,St Joseph Heritage Healthcare,500 Doyle Park Dr Ste 200,Santa Rosa,CA,95405-4559,(707) 303-1719,nan,nan,nan,nan,nan,nan,nan
70163,05D2089495,Physician Office,Registration,Br Clinical Lab,8430 Juniper Creek Ln Ste B,San Diego,CA,92126,(858) 217-5918,nan,nan,nan,nan,nan,nan,nan
70164,05D2091724,Physician Office,Microscopy,Coastal Health Partners,65 Neilson St Ste 102,Watsonville,CA,95076-2491,(831) 768-6217,nan,nan,nan,nan,nan,nan,nan
70165,05D2098056,Physician Office,Microscopy,Peter J Cornell MD Inc,450 N Bedford Dr Ste 101,Beverly Hills,CA,90210,(310) 274-9205,nan,nan,nan,nan,nan,nan,nan
70166,05D2111092,Physician Office,Microscopy,Affiliated Physician Practice,505 E Almond Ave Ste 109,Madera,CA,93637-5745,(559) 675-8990,nan,nan,nan,nan,nan,nan,nan
70167,05D2114044,Physician Office,Microscopy,Healthcare Partners Affiliates Medical Group,1535 W Merced Ave Ste 301,West Covina,CA,91790,(562) 988-7027,nan,nan,nan,nan,nan,nan,nan
70169,05D2126824,Physician Office,Microscopy,John Muir Medical Group,2101 Vale Rd Ste 201,San Pablo,CA,94806,(510) 233-9140,nan,nan,nan,nan,nan,nan,nan
70170,05D2129032,Physician Office,Microscopy,Sutter Pacific Medical Foundation,"34 Mark West Springs Rd, 3rd Fl",Santa Rosa,CA,95403,(707) 523-7220,nan,nan,nan,nan,nan,nan,nan
70171,05D2137938,Physician Office,Microscopy,Midtown Medical Group,168 North Brent St Ste 302,Ventura,CA,93003,(805) 652-6373,nan,nan,nan,nan,nan,nan,nan
70173,05D2153593,Hospital,Accreditation,Kentfield Hospital,"1125 Sir Francis Drake Blvd, Mob Ste 10",Kentfield,CA,94904,(415) 485-3553,nan,nan,nan,nan,nan,nan,nan
70174,05D2153597,Physician Office,Microscopy,Uci Birch Street,20350 Birch Street,Newport Beach,CA,92660,(714) 456-8500,nan,nan,nan,nan,nan,nan,nan
70176,05D2153603,Physician Office,Microscopy,Sutter East Bay Medical Foundation,350 John Muir Pkwy #140,Brentwood,CA,94513,(925) 513-2483,nan,nan,nan,nan,nan,nan,nan
70177,05D2153943,Physician Office,Microscopy,Sutter East Bay Medical Foundation,350 John Muir Pkwy Suite 105,Brentwood,CA,94513,(925) 513-2483,nan,nan,nan,nan,nan,nan,nan
70178,05D2154126,Physician Office,Microscopy,West Oak Dermatology,"258 Gibson Dr, Ste 140",Roseville,CA,95678,(916) 755-0077,nan,nan,nan,nan,nan,nan,nan
70179,05D2154128,Physician Office,Microscopy,Adventist Health Physicians Network - Lodi Urology,830 S Ham Lane Suite 26,Lodi,CA,95242,(209) 339-7411,nan,nan,nan,nan,nan,nan,nan
70180,05D2154286,Physician Office,Compliance,Tanya Kormeili MD,2811 Wilshire Blvd Ste 640,Santa Monica,CA,90403-4823,(310) 526-8301,nan,nan,nan,nan,nan,nan,nan
70181,05D2155228,Physician Office,Microscopy,St Joseph Health Medical Group Obgyn,3200 Walford Ave,Eureka,CA,95503,(707) 445-3443,nan,nan,nan,nan,nan,nan,nan
70182,05D2155270,Physician Office,Microscopy,Ucla Santa Clarita Obgyn,23861 Mcbean Pkwy Suite E-24,Valencia,CA,91355,(661) 259-8252,nan,nan,nan,nan,nan,nan,nan
70185,05D2155665,Physician Office,Microscopy,"Dermatology Specialist, Inc",31515 Rancho Pueblo Road Suite #102,Temecula,CA,92592,(951) 225-7873,nan,nan,nan,nan,nan,nan,nan
70186,05D2155710,Physician Office,Microscopy,Lani City Medical,11398 Kenyon Way Suite J,Rancho Cucamonga,CA,91701,(818) 620-6193,nan,nan,nan,nan,nan,nan,nan
70187,05D2155900,Physician Office,Microscopy,"Us Clinical Research Group, LLC",9349 Oak Street,Bellflower,CA,90706,(562) 920-6070,nan,nan,nan,nan,nan,nan,nan
70188,05D2155910,Physician Office,Microscopy,Providence Medical Institute,18411 Clark Street Ste 102,Tarzana,CA,91356,(818) 344-0960,nan,nan,nan,nan,nan,nan,nan
70189,05D2155924,Physician Office,Compliance,Exceptional Dermatology Care,"2720 N Harbor Blvd, Ste 205",Fullerton,CA,92835,(714) 882-5525,nan,nan,nan,nan,nan,nan,nan
70190,05D2157169,Physician Office,Compliance,Spring Fertility,80 Grand Ave Ste 300,Oakland,CA,94612,(415) 964-5618,nan,nan,nan,nan,nan,nan,nan
70191,05D2157495,Physician Office,Microscopy,Solano Center Of Excellence Medical Corp,1360 Burton Dr Ste 170,Vacaville,CA,95687,(707) 551-3360,nan,nan,nan,nan,nan,nan,nan
70192,05D2157922,Physician Office,Microscopy,Ac Wellness,280 North Wolfe Road,Sunnyvale,CA,94085,(408) 783-4000,nan,nan,nan,nan,nan,nan,nan
70193,05D2158115,Physician Office,Registration,Reproductive Medicine Associates Of Southern,11500 W Olympic Blvd Ste 150,Los Angeles,CA,90064,(424) 666-3246,nan,nan,nan,nan,nan,nan,nan
70195,05D2158825,Physician Office,Microscopy,Ucla Health Torrance Obgyn,4201 Torrance Blvd Suite 660,Torrance,CA,90505,(310) 316-4373,nan,nan,nan,nan,nan,nan,nan
70197,05D2159067,Physician Office,Microscopy,Tpmg Campbell Pedi/Obgyn,250 E Hacienda Blvd,Campbell,CA,95008,(408) 851-6333,nan,nan,nan,nan,nan,nan,nan
70199,05D2159320,Physician Office,Microscopy,First Choice Physician Partners,3851 Katella Avenue Suite 220,Los Alamitos,CA,90720,(562) 430-6850,nan,nan,nan,nan,nan,nan,nan
70200,05D2159325,Physician Office,Registration,Reproductive Medicine Associates Of Northern,150 Spear St Ste 500,San Francisco,CA,94105,(415) 603-6999,nan,nan,nan,nan,nan,nan,nan
70201,05D2159584,Physician Office,Microscopy,Uc San Diego Health,1505 Encinitas Boulevard,Encinitas,CA,92024,(858) 657-5706,nan,nan,nan,nan,nan,nan,nan
70202,05D2159733,Physician Office,Microscopy,Hodari MD Dermatology,1178 Live Oak Blvd,Yuba City,CA,95991,(530) 329-8511,nan,nan,nan,nan,nan,nan,nan
70203,05D2159779,Physician Office,Microscopy,Northern California Vasectomy,9045 Bruceville Road 100b,Elk Grove,CA,95758,(702) 610-1296,nan,nan,nan,nan,nan,nan,nan
70204,05D2160051,Physician Office,Microscopy,Emanate Health Medical Group,1135 S. Sunset Avenue Suite 305,West Covina,CA,91790,(626) 732-4182,nan,nan,nan,nan,nan,nan,nan
70205,05D2160075,Physician Office,Microscopy,Arrowhead Family Health Center,16854 Ivy Avenue,Fontana,CA,92335,(909) 386-9799,nan,nan,nan,nan,nan,nan,nan
70207,05D2160296,Physician Office,Microscopy,Fcpp Multi-Specialty Clinic,47647 Caleo Bay Drive Suite 210,La Quinta,CA,92253,(760) 771-1000,nan,nan,nan,nan,nan,nan,nan
70208,05D2160428,Physician Office,Microscopy,Instant Urgent Care,4949 Stevens Creek Blvd,Santa Clara,CA,95051,(408) 260-2273,nan,nan,nan,nan,nan,nan,nan
70209,05D2160450,Physician Office,Microscopy,Torrance Memorial Physician Network,"602 Deep Valley Drive, Suite 300",Rolling Hills Estates,CA,90274,(310) 517-4692,nan,nan,nan,nan,nan,nan,nan
70211,05D2160590,Physician Office,Microscopy,"Scott Tong, MD, Inc",3655 Lomita Blvd #318,Torrance,CA,90505,(424) 304-2909,nan,nan,nan,nan,nan,nan,nan
70213,05D2165278,Physician Office,Microscopy,Cucamonga Valley Medical Group,5562 Philadelpia Street Suite 310,Chino,CA,91710,(909) 429-2864,nan,nan,nan,nan,nan,nan,nan
70214,05D2165307,Physician Office,Registration,Benjamin Basseri MD Inc,8631 W 3rd St Ste 1015f,Los Angeles,CA,90048,(424) 287-7082,nan,nan,nan,nan,nan,nan,nan
70217,05D2165534,Physician Office,Microscopy,"Coastal Family Dermatology, Pc","892 Aerovista Place, Suite 120",San Luis Obispo,CA,93401,(805) 544-5567,nan,nan,nan,nan,nan,nan,nan
70218,05D2165559,Physician Office,Registration,Boswell Dermatology,5709 N West Ave,Fresno,CA,93711,(559) 439-3000,nan,nan,nan,nan,nan,nan,nan
70219,05D2165560,Physician Office,Registration,Advanced Dermatology Center,1624 W Olive Ave Ste B,Burbank,CA,91506,(818) 729-9149,nan,nan,nan,nan,nan,nan,nan
70221,05D2165563,Physician Office,Registration,Cbcc Skin And Dermatology Center,6401 Truxtun Ave Ste A,Bakersfield,CA,93309,(661) 862-7183,nan,nan,nan,nan,nan,nan,nan
70223,05D2165920,Physician Office,Microscopy,Uc San Diego Health At Eastlake,"2295 Otay Lakes Road, Suite 110",Chula Vista,CA,91915,(858) 657-5706,nan,nan,nan,nan,nan,nan,nan
70224,05D2166065,Physician Office,Microscopy,Sutter Pacific Medical Foundation,"165 Rowland Way, Suite 201",Novato,CA,94945,(707) 523-7220,nan,nan,nan,nan,nan,nan,nan
70225,05D2166071,Physician Office,Registration,Pacific Dermatology Institute,25405 Hancock Ave Ste 217,Murrieta,CA,92562,(951) 200-2090,nan,nan,nan,nan,nan,nan,nan
70226,05D2166073,Physician Office,Registration,Healthcare Partners Affiliates Medical Group-,1377 S Grand Ave Ste 102,Glendora,CA,91740,(562) 988-7027,nan,nan,nan,nan,nan,nan,nan
70227,05D2166466,Physician Office,Registration,Premier Dermatology And Mohs Surgery Center,3655 W 5th St,Oxnard,CA,93030,(805) 652-5431,nan,nan,nan,nan,nan,nan,nan
70228,05D2166468,Physician Office,Registration,Pacific Dermatology Institute,585 N Mountain Ave Ste A,Upland,CA,91786,(909) 608-7546,nan,nan,nan,nan,nan,nan,nan
70229,05D2166469,Physician Office,Registration,Pacific Dermatology Institute,9041 Magnolia Ave Ste 206,Riverside,CA,92503,(951) 354-2220,nan,nan,nan,nan,nan,nan,nan
70230,05D2166470,Physician Office,Registration,Pacific Dermatology Institute,1666 N Waterman Ave,San Bernardino,CA,92404,(909) 886-3376,nan,nan,nan,nan,nan,nan,nan
70231,05D2166471,Physician Office,Registration,Pacific Dermatology Institute,255 Terracina Blvd Ste 205c,Redlands,CA,92373,(909) 793-2323,nan,nan,nan,nan,nan,nan,nan
70232,05D2166472,Physician Office,Registration,Pacific Dermatology Institute,18523 Corwin Rd Ste G,Apple Valley,CA,92307,(760) 242-3376,nan,nan,nan,nan,nan,nan,nan
70233,05D2166569,Physician Office,Microscopy,Uc San Diego Health,6030 Village Way Suite 100,San Diego,CA,92130,(858) 657-5706,nan,nan,nan,nan,nan,nan,nan
70234,05D2166863,Physician Office,Registration,Westside Gastro Care,2001 Santa Monica Blvd Ste 1286-W,Santa Monica,CA,90404,(310) 285-3005,nan,nan,nan,nan,nan,nan,nan
70235,05D2167096,Physician Office,Registration,The Man Clinic,2512 Artesia Blvd Ste 165,Redondo Beach,CA,90278,(310) 413-1771,nan,nan,nan,nan,nan,nan,nan
70236,05D2167267,Physician Office,Microscopy,Dignity Health Medical Foundation,"1595 Soquel Avenue, Suite 140",Santa Cruz,CA,95065,(916) 379-2861,nan,nan,nan,nan,nan,nan,nan
70238,05D2168636,Physician Office,Registration,Won K Yu MD Inc,230 S Main St Ste 215,Orange,CA,92868,(949) 293-3053,nan,nan,nan,nan,nan,nan,nan
70239,05D2168637,Physician Office,Registration,Khaldoun Debian MD Inc,230 S Main St Ste 215,Orange,CA,92868,(949) 293-3053,nan,nan,nan,nan,nan,nan,nan
70240,05D2169094,Physician Office,Microscopy,One Medical,2337 Oak Grove Road,Walnut Creek,CA,94598,(925) 322-1840,nan,nan,nan,nan,nan,nan,nan
70241,05D2169096,Physician Office,Microscopy,One Medical,3151 Crow Canyon Pl,San Ramon,CA,94583,(925) 219-0108,nan,nan,nan,nan,nan,nan,nan
70242,05D2169099,Physician Office,Microscopy,One Medical With Ucsdh,"7740 El Camino Real, Suite F",Carlsbad,CA,92009,(760) 383-2352,nan,nan,nan,nan,nan,nan,nan
70243,05D2169103,Physician Office,Microscopy,One Medical With Ucsdh,"1230 Columbia Street, Suite 100",San Diego,CA,92101,(619) 232-3500,nan,nan,nan,nan,nan,nan,nan
70244,05D2169458,Physician Office,Registration,Family Planning Associates Medical Group Inc.,43845 W 10th St Ste 1e,Lancaster,CA,93534,(909) 382-0201,nan,nan,nan,nan,nan,nan,nan
70245,05D2169590,Physician Office,Microscopy,Faculty Physician & Surgeons,25828 Redlands Boulevard Suite 103,Redlands,CA,92374,(909) 558-6510,nan,nan,nan,nan,nan,nan,nan
70246,05D2169664,Physician Office,Microscopy,Faculty Physicians & Surgeons,25828 Redlands Boulevard Suite 102,Redlands,CA,92373,(909) 558-6510,nan,nan,nan,nan,nan,nan,nan
70247,05D2170015,Physician Office,Microscopy,Ahpn - Tulare,951 East Merritt Avenue,Tulare,CA,93274,(559) 537-0420,nan,nan,nan,nan,nan,nan,nan
70248,05D2170039,Physician Office,Microscopy,Bristol And First Medical Clinic,1332 West First Street,Santa Ana,CA,92703,(714) 542-2397,nan,nan,nan,nan,nan,nan,nan
70249,05D2170128,Physician Office,Microscopy,Heal Medical Group,"4276 54th Place, Suite C",San Diego,CA,92115,(619) 501-5511,nan,nan,nan,nan,nan,nan,nan
70250,05D2170308,Physician Office,Microscopy,John Muir Speciality Medical Group,3 Altarinda Suite 200,Orinda,CA,94563,(925) 941-2658,nan,nan,nan,nan,nan,nan,nan
70251,05D2170601,Physician Office,Registration,Pacific Dermatology Institute,1801 E Tahquitz Canyon Way Ste 103,Palm Springs,CA,92262,(760) 537-5561,nan,nan,nan,nan,nan,nan,nan
70252,05D2170603,Physician Office,Registration,San Bernardino Gastroenterology Associates Inc,2006 N Riverside Ave Ste C,Rialto,CA,92377,(909) 881-3032,nan,nan,nan,nan,nan,nan,nan
70254,05D2170615,Physician Office,Microscopy,Dignity Health Medical Foundation,1199 Bush Street Suite 620,San Francisco,CA,94109,(916) 379-2861,nan,nan,nan,nan,nan,nan,nan
70255,05D2171259,Physician Office,Microscopy,Silicon Valley Medical Development,4150 North Firts Street,San Jose,CA,95134,(408) 871-3209,nan,nan,nan,nan,nan,nan,nan
70256,05D2171769,Physician Office,Microscopy,One Medical With Ucsd,4545 La Jolla Village Drive,San Diego,CA,92122,(619) 831-8394,nan,nan,nan,nan,nan,nan,nan
70257,05D2171770,Physician Office,Microscopy,One Medical With Ucsd,4373 La Jolla Village Drive #g2,San Diego,CA,92122,(760) 383-2352,nan,nan,nan,nan,nan,nan,nan
70258,05D2171771,Physician Office,Microscopy,"Vytalise Obstetrics, Gynecology And Women's Health",720-B Alamitos Avenue,Long Beach,CA,90813,(562) 546-2496,nan,nan,nan,nan,nan,nan,nan
